path	capability	preservation	checkpoint_relation	mode	size	checkpoint_sha256	current_sha256
apps/desktop/src/main/aws-runtime.js	PERSISTENCE_AUTHZ_PACKAGE	PRESERVE_SOURCE	BYTE_IDENTICAL	644	20746	0acaeaca7d565a0f358e0a34b17987f46674e030a0754e272d09db8bd3e03052	0acaeaca7d565a0f358e0a34b17987f46674e030a0754e272d09db8bd3e03052
apps/desktop/src/renderer/offline.html	PERSISTENCE_AUTHZ_PACKAGE	PRESERVE_SOURCE	BYTE_IDENTICAL	644	80466	42f26a40be8b85f6c319a4601d9cec76839fc45692765297a28363dc65d00b73	42f26a40be8b85f6c319a4601d9cec76839fc45692765297a28363dc65d00b73
apps/desktop/test/aws-runtime-client.test.mjs	PERSISTENCE_AUTHZ_PACKAGE	PRESERVE_TEST	BYTE_IDENTICAL	644	28912	634efc618f32796700d719cb623cf8c87f41d906d855f02a19bfcfce3780798d	634efc618f32796700d719cb623cf8c87f41d906d855f02a19bfcfce3780798d
apps/desktop/test/renderer-runtime-ui.test.mjs	PERSISTENCE_AUTHZ_PACKAGE	PRESERVE_TEST	BYTE_IDENTICAL	644	14817	e6a7a711926017059664cb2f86356d48867c4d1f5c1b390e34510c2ed0e8b669	e6a7a711926017059664cb2f86356d48867c4d1f5c1b390e34510c2ed0e8b669
apps/web/src/App.jsx	PERSISTENCE_AUTHZ_PACKAGE	PRESERVE_SOURCE	BYTE_IDENTICAL	644	28680	0e726eb7532bc3940741f86c2b4b2296f08406f5fa3473fc8f8dd1ce4ba203a6	0e726eb7532bc3940741f86c2b4b2296f08406f5fa3473fc8f8dd1ce4ba203a6
apps/web/src/admin/hrx/HRXAuditViewer.tsx	PEOPLE	PRESERVE_SOURCE	BYTE_IDENTICAL	644	2076	b296146ae80620c64d72a0c5a0eb130f9458dab08707bbc8711e73de9b144f2f	b296146ae80620c64d72a0c5a0eb130f9458dab08707bbc8711e73de9b144f2f
apps/web/src/admin/hrx/HRXPolicyConsole.tsx	PEOPLE	PRESERVE_SOURCE	BYTE_IDENTICAL	644	2873	12c9ab81b94424f3b862fa7fb44040aaee98e7b3052db16c9d5555413dd6f63a	12c9ab81b94424f3b862fa7fb44040aaee98e7b3052db16c9d5555413dd6f63a
apps/web/src/candidate/CandidatePortal.tsx	PORTAL	PRESERVE_SOURCE	BYTE_IDENTICAL	644	2991	cc4d83d3c6f1b1aced1db56de8b7e57a12917f28df76ac3fad8eb9111bc641ba	cc4d83d3c6f1b1aced1db56de8b7e57a12917f28df76ac3fad8eb9111bc641ba
apps/web/src/components/AnalyticsSurface.jsx	SEARCH	PRESERVE_SOURCE	BYTE_IDENTICAL	644	10198	bbe704745c4faca328a750d932a2fb30eff5d914dc9b5ab49b13b2c32f13bcd4	bbe704745c4faca328a750d932a2fb30eff5d914dc9b5ab49b13b2c32f13bcd4
apps/web/src/components/AskSurface.jsx	SEARCH	PRESERVE_SOURCE	BYTE_IDENTICAL	644	5734	22692fc1f959dfa8d4957b2ae12baf2b1dea5c822045157e326b946fd878c40b	22692fc1f959dfa8d4957b2ae12baf2b1dea5c822045157e326b946fd878c40b
apps/web/src/components/ClientsSurface.jsx	CLIENT	PRESERVE_SOURCE	BYTE_IDENTICAL	644	121379	99943c843bfab17e7a23f7c8b079dd4f687de487e6ff32647867a3cc4043b73b	99943c843bfab17e7a23f7c8b079dd4f687de487e6ff32647867a3cc4043b73b
apps/web/src/components/DashboardList.jsx	HOME	PRESERVE_SOURCE	BYTE_IDENTICAL	644	3583	a9ab083ed0c63a2c6e3bdf33309e903dfc95cc923a8746ae55da8d9217e1ff29	a9ab083ed0c63a2c6e3bdf33309e903dfc95cc923a8746ae55da8d9217e1ff29
apps/web/src/components/DataCloudEnrichmentPanel.jsx	CLIENT	PRESERVE_SOURCE	BYTE_IDENTICAL	644	14524	4bfceff56ac3bb7ca325d74f4286c4cf5e544bb683e73d525b9ad43ac4f17eb3	4bfceff56ac3bb7ca325d74f4286c4cf5e544bb683e73d525b9ad43ac4f17eb3
apps/web/src/components/FinanceSurface.jsx	HOME	PRESERVE_SOURCE	BYTE_IDENTICAL	644	13106	eed72776907ab89463c891e03084167333fb116badddc7a196ff9d8571c25bec	eed72776907ab89463c891e03084167333fb116badddc7a196ff9d8571c25bec
apps/web/src/components/HomeFinanceOperations.jsx	HOME	PRESERVE_SOURCE	BYTE_IDENTICAL	644	15234	cd676308d78f5cd90370d26479a9d02f49c18a0b9d1b044b92fd7b01e030fa3e	cd676308d78f5cd90370d26479a9d02f49c18a0b9d1b044b92fd7b01e030fa3e
apps/web/src/components/HomeSurface.jsx	HOME	PRESERVE_SOURCE	BYTE_IDENTICAL	644	81358	780be0e55fa3630475c9f175c00fd9883921f0bb6b983e9a87cd468a463f268d	780be0e55fa3630475c9f175c00fd9883921f0bb6b983e9a87cd468a463f268d
apps/web/src/components/ImportDataMappingPanel.jsx	CLIENT	PRESERVE_SOURCE	BYTE_IDENTICAL	644	12431	9e8664b9967c21f9a3ebd492f600e31b798337e4a90123c323cb199c442c232c	9e8664b9967c21f9a3ebd492f600e31b798337e4a90123c323cb199c442c232c
apps/web/src/components/IntakeSurface.jsx	CLIENT	PRESERVE_SOURCE	BYTE_IDENTICAL	644	6091	73e013706f0f05c273074700ddb7b1399f960d4f0e77a14b1b57c661783c8346	73e013706f0f05c273074700ddb7b1399f960d4f0e77a14b1b57c661783c8346
apps/web/src/components/MatterVaultPanel.jsx	MATTER	PRESERVE_SOURCE	BYTE_IDENTICAL	644	31198	cb3317308c0992173cb689e7b9afef91471abce9eaf2625932b33b89fd5addc3	cb3317308c0992173cb689e7b9afef91471abce9eaf2625932b33b89fd5addc3
apps/web/src/components/MattersSurface.jsx	MATTER	PRESERVE_SOURCE	BYTE_IDENTICAL	644	166630	2d02e3e33d18dff7c08edd2de89402ea0569e1782298c70342efbcf0858b6fa9	2d02e3e33d18dff7c08edd2de89402ea0569e1782298c70342efbcf0858b6fa9
apps/web/src/components/OpsSurface.jsx	HOME	PRESERVE_SOURCE	BYTE_IDENTICAL	644	4106	8bbcd247289f136a41853b0afbe3d726df075bcf20a3025c0cabb52baf41e949	8bbcd247289f136a41853b0afbe3d726df075bcf20a3025c0cabb52baf41e949
apps/web/src/components/PortalSurface.jsx	PORTAL	PRESERVE_SOURCE	BYTE_IDENTICAL	644	11512	fbc6d1c62cef8cb4069cd6d2ac72f89c9da54e42eeb6218a99dc159f8f283d97	fbc6d1c62cef8cb4069cd6d2ac72f89c9da54e42eeb6218a99dc159f8f283d97
apps/web/src/components/ProfilesSurface.jsx	CLIENT	PRESERVE_SOURCE	BYTE_IDENTICAL	644	6503	eed33ecc11793e7620cc9006264b4374b9761fc9019ec6054815c640edd06666	eed33ecc11793e7620cc9006264b4374b9761fc9019ec6054815c640edd06666
apps/web/src/components/ReadinessSurface.jsx	SEARCH	PRESERVE_SOURCE	BYTE_IDENTICAL	644	4416	6617326206cfb50ee79fa64fd983803484db99c7c4e44549b11662f729d0e235	6617326206cfb50ee79fa64fd983803484db99c7c4e44549b11662f729d0e235
apps/web/src/components/ReportBuilderPanel.jsx	SEARCH	PRESERVE_SOURCE	BYTE_IDENTICAL	644	14972	b01104205d56899ee658e1c98eaf18ba85f4cf66b2dcc7e759b2560c8a9e354c	b01104205d56899ee658e1c98eaf18ba85f4cf66b2dcc7e759b2560c8a9e354c
